# domain	code	models	message
H	070621000002000A	-	Failed to adjust the filament position of AMS G Slot 2. The filament or buffer may be stuck.
H	0706210000020010	-	AMS G slot 2 feeds filament out of AMS timeout.
H	0706210000020011	-	AMS G slot 2 pulls filament back to AMS timeout.
H	0706210000020012	-	AMS G slot 2 feeder unit motor is stalled, cannot rotate the spool.
H	0706210000020013	-	AMS G slot 2 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0706210000020014	-	AMS G slot 2 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	0706210000020015	-	AMS G slot 2 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	0706210000020016	-	AMS G slot 2 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	0706210000020017	-	AMS G slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	0706210000020018	-	AMS G slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	0706210000020019	-	AMS G slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	0706210000020020	-	AMS G slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	0706210000020021	-	AMS G slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	0706210000020022	-	AMS G slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	0706210000020023	-	AMS G slot 2 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	0706210000020024	-	AMS G slot 2 failed to rotate the filament spool when pulling filament back to AMS.
H	0706210000020025	-	AMS G slot 2 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	0706210000030001	-	AMS G Slot 2 filament has run out. Please wait while old filament is purged.
H	0706210000030002	-	AMS G Slot 2 filament has run out and automatically switched to the slot with the same filament.
H	0706220000010081	-	Failed to read the filament information from AMS G slot 3. The AMS main board may be malfunctioning.
H	0706220000010082	-	Failed to read the filament information from AMS G slot 3. A third party RFID tag was detected.
H	0706220000010083	-	Failed to read the filament information from AMS G slot 3. The RFID tag may be damaged.
H	0706220000010084	-	Failed to read the filament information from AMS G slot 3. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	0706220000010085	-	Failed to read the filament information from AMS G slot 3. RFID tag verification failed. You can try to use Bambu Lab filament.
H	0706220000010086	-	Failed to read the filament information from AMS G slot 3. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	0706220000020001	-	AMS G Slot 3 filament has run out. Please insert a new filament.
H	0706220000020002	-	AMS G Slot 3 is empty; please insert a new filament.
H	0706220000020003	-	AMS G Slot 3's filament may be broken in AMS.
H	0706220000020004	-	AMS G Slot 3 filament may be broken in the tool head.
H	0706220000020005	-	AMS G Slot 3 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	0706220000020006	-	AMS G has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	0706220000020007	-	AMS G Slot 3 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	0706220000020008	-	AMS G Slot 3 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	0706220000020009	-	Failed to extrude AMS G Slot 3 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	070622000002000A	-	Failed to adjust the filament position of AMS G Slot 3. The filament or buffer may be stuck.
H	0706220000020010	-	AMS G slot 3 feeds filament out of AMS timeout.
H	0706220000020011	-	AMS G slot 3 pulls filament back to AMS timeout.
H	0706220000020012	-	AMS G slot 3 feeder unit motor is stalled, cannot rotate the spool.
H	0706220000020013	-	AMS G slot 3 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0706220000020014	-	AMS G slot 3 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	0706220000020015	-	AMS G slot 3 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	0706220000020016	-	AMS G slot 3 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	0706220000020017	-	AMS G slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	0706220000020018	-	AMS G slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	0706220000020019	-	AMS G slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	0706220000020020	-	AMS G slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	0706220000020021	-	AMS G slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	0706220000020022	-	AMS G slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	0706220000020023	-	AMS G slot 3 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	0706220000020024	-	AMS G slot 3 failed to rotate the filament spool when pulling filament back to AMS.
H	0706220000020025	-	AMS G slot 3 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	0706220000030001	-	AMS G Slot 3 filament has run out. Please wait while old filament is purged.
H	0706220000030002	-	AMS G Slot 3 filament has run out and automatically switched to the slot with the same filament.
H	0706230000010081	-	Failed to read the filament information from AMS G slot 4. The AMS main board may be malfunctioning.
H	0706230000010082	-	Failed to read the filament information from AMS G slot 4. A third party RFID tag was detected.
H	0706230000010083	-	Failed to read the filament information from AMS G slot 4. The RFID tag may be damaged.
H	0706230000010084	-	Failed to read the filament information from AMS G slot 4. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	0706230000010085	-	Failed to read the filament information from AMS G slot 4. RFID tag verification failed. You can try to use Bambu Lab filament.
H	0706230000010086	-	Failed to read the filament information from AMS G slot 4. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	0706230000020001	-	AMS G Slot 4 filament has run out. Please insert a new filament.
H	0706230000020002	-	AMS G Slot 4 is empty; please insert a new filament.
H	0706230000020003	-	AMS G Slot 4's filament may be broken in AMS.
H	0706230000020004	-	AMS G Slot 4 filament may be broken in the tool head.
H	0706230000020005	-	AMS G Slot 4 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	0706230000020006	-	AMS G has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	0706230000020007	-	AMS G Slot 4 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	0706230000020008	-	AMS G Slot 4 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	0706230000020009	-	Failed to extrude AMS G Slot 4 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	070623000002000A	-	Failed to adjust the filament position of AMS G Slot 4. The filament or buffer may be stuck.
H	0706230000020010	-	AMS G slot 4 feeds filament out of AMS timeout.
H	0706230000020011	-	AMS G slot 4 pulls filament back to AMS timeout.
H	0706230000020012	-	AMS G slot 4 feeder unit motor is stalled, cannot rotate the spool.
H	0706230000020013	-	AMS G slot 4 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0706230000020014	-	AMS G slot 4 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	0706230000020015	-	AMS G slot 4 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	0706230000020016	-	AMS G slot 4 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	0706230000020017	-	AMS G slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	0706230000020018	-	AMS G slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	0706230000020019	-	AMS G slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	0706230000020020	-	AMS G slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	0706230000020021	-	AMS G slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	0706230000020022	-	AMS G slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	0706230000020023	-	AMS G slot 4 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	0706230000020024	-	AMS G slot 4 failed to rotate the filament spool when pulling filament back to AMS.
H	0706230000020025	-	AMS G slot 4 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	0706230000030001	-	AMS G Slot 4 filament has run out. Please wait while old filament is purged.
H	0706230000030002	-	AMS G Slot 4 filament has run out and automatically switched to the slot with the same filament.
H	0706250000020001	-	AMS G uses printer power for drying during loading/printing. For better drying performance, please connect a power adapter.
H	0706300000010001	-	The AMS G RFID 1 board has an error.
H	0706300000010004	-	Encryption chip failure
H	0706300000020002	-	The RFID-tag on AMS G Slot1 is damaged, or its content cannot be identified.
H	0706300000030003	-	RFID cannot be read because of a hardware or structural error.
H	0706310000010001	-	The AMS G RFID 2 board has an error.
H	0706310000010004	-	Encryption chip failure
H	0706310000020002	-	The RFID-tag on AMS G Slot2 is damaged, or its content cannot be identified.
H	0706310000030003	-	RFID cannot be read because of a hardware or structural error.
H	0706320000020002	-	The RFID-tag on AMS G Slot3 is damaged, or its content cannot be identified.
H	0706330000020002	-	The RFID-tag on AMS G Slot4 is damaged, or its content cannot be identified.
H	0706350000010001	-	The temperature and humidity sensor has an error. The chip may be faulty.
H	0706350000010002	-	AMS G The humidity sensor is disconnected, which may be due to poor connector contact.
H	0706400000020001	-	AMS G Filament buffer position signal lost: the cable or position sensor may be malfunctioning.
H	0706500000020001	-	AMS G communication is abnormal; please check the connection cable.
H	0706500000020002	-	AMS used for the current print is disconnected. Check the connection. Printing will resume automatically after reconnection.
H	0706550000010002	-	The PTFE tube is incorrectly connected between the toolhead and the buffer. Please connect the buffer's top to the right extruder and the bottom to the left extruder.
H	0706550000010003	-	AMS G was detected offline during the AMS initialization process.
H	0706550000010004	-	The binding between AMS G and the extruder is incorrect. Please run the AMS Setup.
H	0706560000030001	-	AMS G is undergoing dry cooling; please wait for it to cool down before operating.
H	0706600000020001	-	The AMS G Slot 1 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	0706610000020001	-	The AMS G Slot 2 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	0706620000020001	-	The AMS G Slot 3 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	0706630000020001	-	The AMS G Slot 4 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	0706700000020001	A1,A1MINI,P2S,H2S,H2D	Failed to pull out the AMS G Slot 1 filament from the extruder. Possible cause: clogged extruder or broken filament inside the extruder.
H	0706700000020001	-	Failed to pull out the filament from the extruder. Possible causes: clogged extruder or broken filament.
H	0706700000020002	P2S,H2S,H2D	Failed to feed the AMS G Slot 1 filament into the Toolhead. Possible cause: filament or spool stuck.
H	0706700000020002	-	Failed to feed the filament into the toolhead. Possible cause: filament or spool stuck.
H	0706700000020003	-	Failed to extrude the filament. Possible cause: extruder or nozzle clog.
H	0706700000020004	-	Failed to pull back the filament from the toolhead to AMS. Possible cause: filament or spool stuck.
H	0706700000020004	A1,A1MINI,P2S,H2S,H2D	Failed to pull back the AMS G Slot 1 filament from the Toolhead. Possible cause: filament or spool stuck.
H	0706700000020005	A1,A1MINI,P2S,H2S,H2D	Failed to feed the AMS G Slot 1 filament. Please trim the end of the filament and check if the spool is stuck.
H	0706700000020005	-	Failed to feed the filament outside the AMS. Please clip the end of the filament flat and check to see if the spool is stuck.
H	0706700000020006	-	Timeout purging old filament. Possible cause: filament stuck or the extruder/nozzle clog.
H	0706700000020007	-	AMS filament ran out. Please put a new filament into the same slot in AMS and resume.
H	0706700000020008	-	Failed to get AMS mapping table; please select 'Resume' to retry.
H	0706710000020001	-	Failed to pull out the AMS G Slot 2 filament from the extruder. Possible cause: clogged extruder or broken filament inside the extruder.
H	0706710000020002	-	Failed to feed the AMS G Slot 2 filament into the Toolhead. Possible cause: filament or spool stuck.
H	0706710000020004	-	Failed to pull back the AMS G Slot 2 filament from the Toolhead. Possible cause: filament or spool stuck.
H	0706710000020005	-	Failed to feed the AMS G Slot 2 filament. Please trim the end of the filament and check if the spool is stuck.
H	0706720000020001	-	Failed to pull out the AMS G Slot 3 filament from the extruder. Possible cause: clogged extruder or broken filament inside the extruder.
H	0706720000020002	-	Failed to feed the AMS G Slot 3 filament into the Toolhead. Possible cause: filament or spool stuck.
H	0706720000020004	-	Failed to pull back the AMS G Slot 3 filament from the Toolhead. Possible cause: filament or spool stuck.
H	0706720000020005	-	Failed to feed the AMS G Slot 3 filament. Please trim the end of the filament and check if the spool is stuck.
H	0706730000020001	-	Failed to pull out the AMS G Slot 4 filament from the extruder. Possible cause: clogged extruder or broken filament inside the extruder.
H	0706730000020002	-	Failed to feed the AMS G Slot 4 filament into the Toolhead. Possible cause: filament or spool stuck.
H	0706730000020004	-	Failed to pull back the AMS G Slot 4 filament from the Toolhead. Possible cause: filament or spool stuck.
H	0706730000020005	-	Failed to feed the AMS G Slot 4 filament. Please trim the end of the filament and check if the spool is stuck.
H	0706800000010001	-	AMS G The current sensor of heater 1 is abnormal.
H	0706800000010002	-	AMS G The heater 1 is disconnected, which may be due to poor connector contact.
H	0706800000010003	-	AMS G The heater 1 is short-circuited, which may be due to a wiring short or heater damage.
H	0706800000010004	-	AMS G The heater 1 is heating abnormally.
H	0706810000010001	-	AMS G The current sensor of heater 2 is abnormal.
H	0706810000010002	-	AMS G The heater 2 is disconnected, which may be due to poor connector contact.
H	0706810000010003	-	AMS G The heater 2 is short-circuited, which may be due to a wiring short or heater damage.
H	0706810000010004	-	AMS G The heater 2 is heating abnormally.
H	0706900000010002	-	AMS G The coil resistance of exhaust valve 1 is abnormal, which may be due to abnormal wiring or damage.
H	0706900000010003	-	AMS G The exhaust valve 1 is not connected, which may be due to poor connector contact.
H	0706900000010004	-	The current sensor of AMS G exhaust valve 1 is abnormal; please get in touch with customer support to replace the AMS mainboard.
H	0706900000020001	-	AMS G The operation of the exhaust valve 1 is abnormal, which may be due to excessive resistance.
H	0706910000010002	-	AMS G The coil resistance of exhaust valve 2 is abnormal, which may be due to abnormal wiring or damage.
H	0706910000010003	-	AMS G The exhaust valve 2 is not connected, which may be due to poor connector contact.
H	0706910000010004	-	The current sensor of AMS G exhaust valve 2 is abnormal; please get in touch with customer support to replace the AMS mainboard.
H	0706910000020001	-	AMS G The operation of the exhaust valve 2 is abnormal, which may be due to excessive resistance.
H	0706920000010001	-	AMS G The cooling fan of heater 1 is blocked, which may be due to the fan being stuck.
H	0706920000020002	-	AMS G The cooling fan speed of heater 1 is too low, which could be due to excessive fan resistance.
H	0706920000020003	-	The AMS G heater 1 cooling fan cannot start because the power adapter is not connected.
H	0706930000010001	-	AMS G The cooling fan of heater 2 is blocked, which may be due to the fan being stuck.
H	0706930000020002	-	AMS G The cooling fan speed of heater 2 is too low, which could be due to excessive fan resistance.
H	0706930000020003	-	The AMS G heater 2 cooling fan cannot start because the power adapter is not connected.
H	0706940000010001	-	AMS G The temperature sensor of heater 1 is malfunctioning, which may be due to poor connector contact.
H	0706940000010002	-	Temperature sensor 1 on the AMS G heater has malfunctioned, resulting in abnormal temperature readings.
H	0706950000010001	-	AMS G The temperature sensor of heater 2 is malfunctioning, which may be due to poor connector contact.
H	0706950000010002	-	Temperature sensor 2 on the AMS G heater has malfunctioned, resulting in abnormal temperature readings.
H	0706960000010001	-	AMS G The drying process may experience thermal runaway. Please turn off the AMS power supply.
H	0706960000010003	-	AMS G Unable to start drying; please pull out the filament from filament hub and try again.
H	0706960000020002	-	AMS G Environmental temperature is too low, which will affect the drying capability.
H	0706960000020004	-	AMS G The temperature control error is too large, which may be due to the lid being open or an abnormality with the heater.
H	0706970000030001	-	AMS G chamber temperature is too high; auxiliary feeding or RFID reading is currently not allowed.
H	0706980000020001	-	AMS G The power adapter voltage is too low, which may result in insufficient drying temperature. Please replace the power adapter.
H	0706980000020002	-	AMS G The power adapter voltage is too high, which may damage the heater circuit. Please replace the power adapter.
H	0707010000010001	-	The AMS H assist motor has slipped. The extrusion wheel may be worn down, or the filament may be too thin.
H	0707010000010003	-	The AMS H assist motor torque control is malfunctioning. The current sensor may be faulty.
H	0707010000010004	-	The AMS H assist motor speed control is malfunctioning. The speed sensor may be faulty.
H	0707010000010005	-	AMS H The current sensor of assist motor may be faulty.
H	0707010000010011	-	AMS H The assist motor calibration parameter error. Please pull out the filament from the filament hub and then restart the AMS.
H	0707010000020002	-	The AMS H assist motor is overloaded. The filament may be tangled or stuck.
H	0707010000020006	-	AMS H The assist motor three-phase wires are not connected. The assist motor connector may have poor contact.
H	0707010000020007	-	AMS H The assist motor encoder wires are not connected. The assist motor connector may have poor contact.
H	0707010000020008	-	AMS H The assist motor phase winding has an open circuit. The assist motor may be faulty.
H	0707010000020009	-	AMS H The assist motor has unbalanced tree-phase resistaance. The assist motor may be faulty.
H	0707010000020010	-	AMS H The assist motor resistance is abnormal. The assist motor may be faulty.
H	0707010000020011	-	AMS H The motor assist parameter is lost. Please pull out the filament from the filament hub and then restart the AMS.
H	0707020000010001	-	AMS H Filament speed and length error: The filament odometry may be faulty.
H	0707020000020002	-	AMS H The odometer has no signal. The odometer connector may have poor contact.
H	0707100000010001	-	The AMS H slot 1 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	0707100000010003	-	The AMS H slot 1 motor torque control is malfunctioning. The current sensor may be faulty.
H	0707100000020002	-	The AMS H slot 1 motor is overloaded. The filament may be tangled or stuck.
H	0707100000020004	-	AMS H The brushed motor 1 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0707110000010001	-	The AMS H slot 2 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	0707110000010003	-	The AMS H slot 2 motor torque control is malfunctioning. The current sensor may be faulty.
H	0707110000020002	-	The AMS H slot 2 motor is overloaded. The filament may be tangled or stuck.
H	0707110000020004	-	AMS H The brushed motor 2 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0707120000010001	-	The AMS H slot 3 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	0707120000010003	-	The AMS H slot 3 motor torque control is malfunctioning. The current sensor may be faulty.
H	0707120000020002	-	The AMS H slot 3 motor is overloaded. The filament may be tangled or stuck.
H	0707120000020004	-	AMS H The brushed motor 3 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0707130000010001	-	The AMS H slot 4 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	0707130000010003	-	The AMS H slot 4 motor torque control is malfunctioning. The current sensor may be faulty.
H	0707130000020002	-	The AMS H slot 4 motor is overloaded. The filament may be tangled or stuck.
H	0707130000020004	-	AMS H The brushed motor 4 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0707200000010081	-	Failed to read the filament information from AMS H slot 1. The AMS main board may be malfunctioning.
H	0707200000010082	-	Failed to read the filament information from AMS H slot 1. A third party RFID tag was detected.
H	0707200000010083	-	Failed to read the filament information from AMS H slot 1. The RFID tag may be damaged.
H	0707200000010084	-	Failed to read the filament information from AMS H slot 1. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	0707200000010085	-	Failed to read the filament information from AMS H slot 1. RFID tag verification failed. You can try to use Bambu Lab filament.
H	0707200000010086	-	Failed to read the filament information from AMS H slot 1. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	0707200000020001	-	AMS H Slot 1 filament has run out. Please insert a new filament.
H	0707200000020002	-	AMS H Slot 1 is empty; please insert a new filament.
H	0707200000020003	-	AMS H Slot 1's filament may be broken in AMS.
H	0707200000020004	-	AMS H Slot 1 filament may be broken in the tool head.
H	0707200000020005	-	AMS H Slot 1 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	0707200000020006	-	AMS H has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	0707200000020007	-	AMS H Slot 1 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	0707200000020008	-	AMS H Slot 1 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	0707200000020009	-	Failed to extrude AMS H Slot 1 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	070720000002000A	-	Failed to adjust the filament position of AMS H Slot 1. The filament or buffer may be stuck.
H	0707200000020010	-	AMS H slot 1 feeds filament out of AMS timeout.
H	0707200000020011	-	AMS H slot 1 pulls filament back to AMS timeout.
H	0707200000020012	-	AMS H slot 1 feeder unit motor is stalled, cannot rotate the spool.
H	0707200000020013	-	AMS H slot 1 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0707200000020014	-	AMS H slot 1 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	0707200000020015	-	AMS H slot 1 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	0707200000020016	-	AMS H slot 1 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	0707200000020017	-	AMS H slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	0707200000020018	-	AMS H slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	0707200000020019	-	AMS H slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	0707200000020020	-	AMS H slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	0707200000020021	-	AMS H slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	0707200000020022	-	AMS H slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	0707200000020023	-	AMS H slot 1 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	0707200000020024	-	AMS H slot 1 failed to rotate the filament spool when pulling filament back to AMS.
H	0707200000020025	-	AMS H slot 1 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	0707200000030001	-	AMS H Slot 1 filament has run out. Please wait while old filament is purged.
H	0707200000030002	-	AMS H Slot 1 filament has run out and automatically switched to the slot with the same filament.
H	0707210000010081	-	Failed to read the filament information from AMS H slot 2. The AMS main board may be malfunctioning.
H	0707210000010082	-	Failed to read the filament information from AMS H slot 2. A third party RFID tag was detected.
H	0707210000010083	-	Failed to read the filament information from AMS H slot 2. The RFID tag may be damaged.
H	0707210000010084	-	Failed to read the filament information from AMS H slot 2. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	0707210000010085	-	Failed to read the filament information from AMS H slot 2. RFID tag verification failed. You can try to use Bambu Lab filament.
H	0707210000010086	-	Failed to read the filament information from AMS H slot 2. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	0707210000020001	-	AMS H Slot 2 filament has run out. Please insert a new filament.
H	0707210000020002	-	AMS H Slot 2 is empty; please insert a new filament.
H	0707210000020003	-	AMS H Slot 2's filament may be broken in AMS.
H	0707210000020004	-	AMS H Slot 2 filament may be broken in the tool head.
H	0707210000020005	-	AMS H Slot 2 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	0707210000020006	-	AMS H has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	0707210000020007	-	AMS H Slot 2 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	0707210000020008	-	AMS H Slot 2 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	0707210000020009	-	Failed to extrude AMS H Slot 2 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	070721000002000A	-	Failed to adjust the filament position of AMS H Slot 2. The filament or buffer may be stuck.
H	0707210000020010	-	AMS H slot 2 feeds filament out of AMS timeout.
H	0707210000020011	-	AMS H slot 2 pulls filament back to AMS timeout.
H	0707210000020012	-	AMS H slot 2 feeder unit motor is stalled, cannot rotate the spool.
H	0707210000020013	-	AMS H slot 2 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0707210000020014	-	AMS H slot 2 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	0707210000020015	-	AMS H slot 2 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	0707210000020016	-	AMS H slot 2 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	0707210000020017	-	AMS H slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	0707210000020018	-	AMS H slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	0707210000020019	-	AMS H slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	0707210000020020	-	AMS H slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	0707210000020021	-	AMS H slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	0707210000020022	-	AMS H slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	0707210000020023	-	AMS H slot 2 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	0707210000020024	-	AMS H slot 2 failed to rotate the filament spool when pulling filament back to AMS.
H	0707210000020025	-	AMS H slot 2 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	0707210000030001	-	AMS H Slot 2 filament has run out. Please wait while old filament is purged.
H	0707210000030002	-	AMS H Slot 2 filament has run out and automatically switched to the slot with the same filament.
H	0707220000010081	-	Failed to read the filament information from AMS H slot 3. The AMS main board may be malfunctioning.
H	0707220000010082	-	Failed to read the filament information from AMS H slot 3. A third party RFID tag was detected.
H	0707220000010083	-	Failed to read the filament information from AMS H slot 3. The RFID tag may be damaged.
H	0707220000010084	-	Failed to read the filament information from AMS H slot 3. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	0707220000010085	-	Failed to read the filament information from AMS H slot 3. RFID tag verification failed. You can try to use Bambu Lab filament.
H	0707220000010086	-	Failed to read the filament information from AMS H slot 3. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	0707220000020001	-	AMS H Slot 3 filament has run out. Please insert a new filament.
H	0707220000020002	-	AMS H Slot 3 is empty; please insert a new filament.
H	0707220000020003	-	AMS H Slot 3's filament may be broken in AMS.
H	0707220000020004	-	AMS H Slot 3 filament may be broken in the tool head.
H	0707220000020005	-	AMS H Slot 3 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	0707220000020006	-	AMS H has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	0707220000020007	-	AMS H Slot 3 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	0707220000020008	-	AMS H Slot 3 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	0707220000020009	-	Failed to extrude AMS H Slot 3 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	070722000002000A	-	Failed to adjust the filament position of AMS H Slot 3. The filament or buffer may be stuck.
H	0707220000020010	-	AMS H slot 3 feeds filament out of AMS timeout.
H	0707220000020011	-	AMS H slot 3 pulls filament back to AMS timeout.
H	0707220000020012	-	AMS H slot 3 feeder unit motor is stalled, cannot rotate the spool.
